keyword,location,text
heat%20wave,𝐖𝐑𝐈𝐓𝐄𝐑 𝐈𝐒 𝟏𝟕,This wasn’t exactly what she was expecting. She blinked a few times before a wave of heat clouded her head — a blus… https://t.co/q8gRGAzhsn
destruction,"München, Bayern",Wildfire destroyes Australia The view of the Blue Mountains National Park in New South Wales shows the path of destruct…
crash,Jakarta,"Boeing called Lion Air ""idiots’', and denied their request for #Boeing737Max training before deadly crash. It's bad e…"
engulfed,in my own dreams 🌃,It deeply saddens me to see the negativity that has engulfed our country. It’s just getting worse everyday. 😔
eyewitness,USA,"Trump has the power to end this ""never-ending charade"" by not withhold… https://t.co/0WD9EEFWm6"
quarantined,Bergen,"Day 4: I am the only one left.... I can no longer take the risk of leaving the house, spreading the infection. I tr… https://t.co/YC11LPo3N9"
hostages,,"Watch ""Hostages"" series on Netflix, Session 1 the best Session 2 somewhat best Learned one more thing Hebrew are w… https://t.co/upMbRo8Kt6"
hurricane,,"First the hurricane, now the earthquakes. Disaster capitalism and how it functions in the cultural sector. https://t.co/x65…"
wreck,,"Tail gunner on a Budweiser Truck. Bob was sitting on the plane waiting to fly to Detroit, when a guy took the seat… https://t.co/tjKWqTVUYl"
body%20bags,,Ireland is Irish. It's not like it's not a violent place. The hutch kinahan… https://t.co/7YYJrfmNx1
flooding,Yorkshire,Firefighters from South Yorkshire want dealing with flooding to be an official part of their responsibilites. At th… https://t.co/l1Izv3wefj
injuries,"Melbourne, Victoria",We need options for rotation it’s the reason we got some injuries lack of rotation
radiation%20emergency,"Canada, USA",Let's get these plants out of our cities! https://t.co/5pHYaGiLmP
burned,,We need Flybe to fly us Cornwall to London because...? Gentle reminder: an area a good part of UK burned in Australia ov…
airplane%20accident,Qom,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ"
trouble,🦔,i knew jongdae was fucking you hear him on trouble? that's the voice of a man who don't pull out
curfew,"Vancouver, British Columbia",What if I tapped on your tent after curfew at oshkosh 🙈
fire,Bern (Schweiz),Teaser Guter Rat am Point of Fire https://t.co/zBSfLLrrUv
devastation,"Chiclana, Cádiz","Dame Helen Mirren urges us to work together to keep plant disease Xylella out of the UK, warning of the devastation it causes.…"
traumatised,Australia,$50 million for traumatised wildlife. $50 million for a traumatising long-dead British imperialist. No words for the level…
flattened,"New York, USA",#1 on Clemson has been flattened 10 times. Trying to tackle by shoulder charging is just stupid--highlight footbal…
sunk,St. Louis,Too late anyway. She sunk her boat over the past several days. https://t.co/qWbw4XhCSa
wild%20fires,,"we had pretty wild fire here on #brazil , and im hoping this fires on australia come to an end #FighttheFires"
riot,19|京都、日本,Someone on IG told me they are very surprised I liked Jojo. What? you thought my only personality trait was liking danganronp…
emergency,"Manchester, England",Route 330. Diversion towards Stockport only for emergency gas works on Carrington Road - Tues 14 January until furt… https://t.co/CPKHqTc4IP
body%20bags,Maryland,No more free plastic bags in Baltimore City after bill signing--I guess they need to raise money to buy more plasti… https://t.co/v4MH7fynO3
violent%20storm,Orkney,19.00 obs from #Kirkwall Airport showed sustained wind speeds in the preceding hour of 74.1 km/h (46.0 mph) or Forc… https://t.co/uvekPOQJr9
storm,"Planet Eyal, Shandral System",Garrett(22 cornac cursed) was volted to death by Lisirikira the storm drake on Intimidating Cave 1. https://t.co/fssNrkXkTn
demolition,Riyadh,This controlled demolition https://t.co/uCfQp8qa67
hellfire,"City of London, London",This paragraph tells you all you need to know about this non-story. They get fired up over the use of… https://t.co/uNwVQXi0Cs
death,India,Supreme Court dismisses curative petitions of two convicts - Vinay Kumar Sharma and Mukesh Singh in Nirbhaya case… https://t.co/vR5YMC7ryX
chemical%20emergency,"Glasgow, Scotland.",Emergency services have been called to an 'industrial incident' at Grangemouth chemical plant. It's understood a m… https://t.co/qTq59TxRCI
military,"Eugene,OR. USA","I think this is correct. Nobody was hurt on that US military base, and possibly it was where the drone was launched from…"
hijacking,"London, UK",New from #OfficialNIHR https://t.co/O0prLewE51 Hijacking antibody-induced CTLA-4 lysosomal degradation for safer an… https://t.co/hvmYWBQ9vc
traumatised,"London, England","make one fairly innocuous gif-tweet to support someone about a tweet on trans rights, wake up to being accused of n… https://t.co/QbtqQBTd2A"
flooding,"North East, England",We're restoring peat bogs at places like to lock up carbon and protect the landscape. Teams of volunteers…
sinkhole,,At least six dead as huge sinkhole swallows bus and pedestrians https://t.co/cGtLQPNQdd https://t.co/EclNHcspq6
damage,Lahore,A few ways to optimise your damage when closer to the wall https://t.co/ngUHBNJrvE
damage,Mars if Trump is elected in 20,"Yes , American embassies are at far far greater risk now plus Trump got 176 innocent people killed… https://t.co/YNpIVIkl4U"
fatalities,"ÜT: 3.21705,101.74611",A team from MIROS has been dispatched to KM448 of the North-South Expressway near Sg. Buloh to help investigate the cr…
bombed,Los Angeles,Let’s get this straight. US military bases in Iraq are bombed by Iran. What’s Trump’s response? To illegally divert…
buildings%20on%20fire,"Queens Park, London.",has a point. You housing professionals need to keep Johnson's feet to the fire… https://t.co/nB7heKg0hf
attacked,,Just looking for your comment in the 1500 protestors that were murdered by the iranian tyrannical govern… https://t.co/G6mi1lxEXz
dust%20storm,South Africa,"The word of God inspires and reminds us that God is in the midst of every storm and when the dust settles, it will… https://t.co/EkDoqtVHDO"
apocalypse,,👍 on : GTA 5 Zombie Apocalypse Mod #2 - SURVIVAL!! (GTA 5 Mods) https://t.co/jwRJlHMW6R
drowning,"San Juan, USA",Climate change could lead to more injuries and deaths https://t.co/hCgHlk2O6P
violent%20storm,"same world, different planet ","Shipping forecast tonight: South East Iceland, severe gale 9 to violent storm 11. If you're out in that that must… https://t.co/3gmRFRwNBv"
lightning,"Flashpoint, Astroworld ",We love lightning ⚡️
seismic,,Seismic Quiet - The duration of the silence can indicate the level of energy that will be released. Longer quiet pe… https://t.co/HtVcGPn1kG
damage,Republic of Serbia,"The #GreenDeal is not just another #EU project, it is THE new defining mission and failure to deliver would damage its le…"
volcano,,#CherryBullet Returning To Korea After Being Held In Manila Due To Volcano Eruption https://t.co/D6f4hTbsjq https://t.co/Bq1nym…
refugees,India,"UP becomes the first state to begin process for implementation of CAA Yes..! 40,000 Non-Muslims all set to get a New life…"
panicking,Scotland,"Precisely and once we leave the EU that’s it, protections gone!! I really really pray I am… https://t.co/3Qty06Rnwd"
arson,Melbourne,The guy next to me is texting people “arson fact file” bushfire conspiracy theories 🤪🙃
demolish,Abyss,Ganduje should just resign and become a full-fledged Imam so he can dedicate his time to setti…
buildings%20burning,,cory booker runs into burning buildings to save people. you’re a telephone tough guy who can’t work an umbrella.
obliterate,"Johannesburg, South Africa","""Stomach politics"" is not a victimless crime. T… https://t.co/m3SIHREWqI"
electrocute,United Kingdom,Less than 10 hours until my exam and all I've done in the past 3 hours is spill coffee all over me; buy a sparkling energy d…
crushed,Earth,Proud to have been in #TheDirtyWarOnTheNHS More #NHS staff need to speak up. Our patients are dying and our colleagues bein…
inundated,,"I might've found a roommate! Which is both exciting and a relief. I put some ads up at work, but the only person to… https://t.co/QYaUcVvauG"
derail,Where indeed?,"No. What will actually derail the Democratic cause is people harping on about the past, or us allowing every damned thing to b…"
trouble,Home.,I got my microphone to work after having some trouble connecting it to the emulator. I can finally play Mario Party DS w…
earthquake,Namkanda,Puerto Rico - Earthquake 🌋 South Korea - Bush fire 🔥 Mexico volcano erupting 🌋 Guatemala volcano is still erupting 🌋 Ind…
weapon,"Pennsylvania, USA",So it’s true. Bernie Sanders doesn’t believe that a woman can beat Donald Trump. I CALL BULLSHIT. I understand that p…
demolition,Abergele,In the 1800s the area was occupied by a hospital. After demo… https://t.co/dR0SVSRhxn
sandstorm,,Black Widow vs. Taskmaster #BlackWidow https://t.co/k99qcGDqxm
fire%20truck,,Fire Engine Truck Birthday Cake ... https://t.co/QcUdjv8uhZ #cake #cakedecorating https://t.co/y0dwRMk1Nt
army,방탄소년단,Weverse Official A Special Gift for ARMY from BTS SUGA https://t.co/7VQDvghgfj
first%20responders,,Meet Buddy - the German Shepherd who led first-responders to the fire that threatened his hoomans home &amp; lives. Dogs…
damage,"North Wales, UK","“The threats that we now face are from states who behave like terrorists, terrorists who behave like states, and indiv…"
hailstorm,"Meeting Creek, Ab",Product yellowed and became brittle within 2 years. Then a hailstorm last year finished i… https://t.co/Zz2R38A47D
battle,,1DB28A63 :Battle ID I need backup! Lvl 100 Baal https://t.co/hHlrnSEJmd
inundation,North Queensland... sometimes,"Add sea level n inundation, with 80% of the world's people living in towns n cities sited on coastal… https://t.co/yGhdi2XVlD"
suicide%20bomber,,⚠️Exclusive⚠️Border Patrol Circulates Intel Alert Titled 'Suspected Suicide Bomber en Route to the U.S.' 🚨Four Middle Easter…
flattened,the interstices,a flattened gummy bear
quarantined,Maldives,Sorry. You're quarantined now
destroyed,,"CJ you have to apology to X1 members and their parents, you destroyed their dreams, not only dreams but their mental too, you…"
curfew,,My mom is setting a bathroom curfew https://t.co/7ajROenoOs
body%20bags,Antarctica,"I’m back, whoever runs twitter’s “support team” can go F:(k themselves, wishes more Americans would c… https://t.co/27SIw4e2zo"
curfew,,😁😁😁😁 curfew is relaxed in majority of the places and communicat… https://t.co/XL4m8OtWZA
riot,Toilet,"This is 3rd death btw. After ur first death, and tp death. It’s running time."
blaze,"King’s Lynn, The EU 🇪🇺","“Two fights - to protect rights, and to revive [EU &amp; Enlightenment] values - aren't an alternative to a campaign to rejoin.…"
destroyed,Florida,"President Trump has Nancy Pelosi running around in circles, desperately trying to savage her destroyed reputation. She’s a br…"
meltdown,,The complete meltdown team Bernie has whenever single negative story comes out is disqualifying tbh. What do you think Trump is gonna do
death,Texas,cool of australia to invite international athletes over so we can choke them to death with our death air
hazardous,"Melbourne, Australia",. tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic…
eyewitness,"florida, usa","lifewtr hits like eyewitness (1994-1997) on PBS or, like, on the TV in your elementary school classroom https://t.co/4XiDVrzDbq"
storm,"Cambridge, UK","Today’s train fuckery: a derailed freight train near Hitchin. This, like yesterday’s electrical issues in the stor… https://t.co/IZ16YgHNo3"
weapon,,I was actually thinking he may also be carrying his own protection weapon..
electrocute,"Pennsylvania, USA",Wind Turbines chop up and Electric Wires electrocute millions of federally protected birds and bats annually with i… https://t.co/jzVK9gOXQK
injuries,Brazil,Researchers used 3D gait analysis and machine learning to sort a bunch of runners into 5 groups with similar strides. The…
terrorist,,"British Police have classified the Extinction Rebellion as an extremist organisation. A spokesman said: ""A 17 year old gi…"
terrorist,,"Then Obama, bush should come out to explain too. Killing a declared terrorist years ago ... what… https://t.co/VBsKzqLIzj"
